	Unnamed: 0	type_of_house	living_space	number_of_rooms	rent	construction_year	street	zipcode	region	tag	latitude	longitude
196	196	Etagenwohnung	66	2.0	990	1900	Taunusstr. 43	63067	Offenbach, Stadtmitte	/expose/114557261		
197	197		111	3.0	1501	2016	Saonestraße 17	60528	Frankfurt am Main, Niederrad	/expose/114554533	50.0817745	50.0817745
198	198		105	3.0	1606	2016	Saonestraße 13	60528	Frankfurt am Main, Niederrad	/expose/114554532	50.0817745	50.0817745
199	199	Dachgeschoss	25	1.0	525		Heidelberger Straße 81B	64285	Darmstadt, Bessungen	/expose/114551290	49.858835299999996	49.858835299999996
200	200	Etagenwohnung	202	5.0	3350	1720		60528	Frankfurt, Niederrad	/expose/114554492	50.0870527	50.0870527
201	201	Etagenwohnung	138		1980	2001		65812	Bad Soden, Bad Soden am Taunus	/expose/114550189	50.14291420000001	50.14291420000001
202	202	Etagenwohnung	84	3.0	1360			60388	Frankfurt am Main, Bergen-Enkheim	/expose/114553753	50.1580146	50.1580146
203	203	Etagenwohnung	54	2.0	565	1955	Waldschmidtstraße 85	60314	Frankfurt am Main, Ostend	/expose/114557243	50.1169599	50.1169599
204	204		30	1.0	565		Theobald-Christ-Straße 11	60316	Frankfurt am Main, Ostend	/expose/114550244	50.1139623	50.1139623
205	205	Etagenwohnung	62	2.0	800		Schneidhainer Straße 6	61462	Königstein im Taunus, Hochtaunuskreis	/expose/114550707	50.1785375	50.1785375
206	206	Erdgeschosswohnung	99	3.0	1190	1968		64546	Mörfelden, Mörfelden-Walldorf	/expose/114552459	50.00449129999999	50.00449129999999
207	207	Etagenwohnung	38	1.0	919	1970		55116	Mainz, Altstadt	/expose/114550318	50.002218400000004	50.002218400000004
208	208	Etagenwohnung	48	1.0	1050	2014	Gerbermühlstraße 25	60594	Frankfurt am Main, Sachsenhausen-Nord	/expose/114556984	50.104569399999995	50.104569399999995
209	209		89	3.0	1391	2015	Speicherstraße 26	60327	Frankfurt am Main, Gutleutviertel	/expose/114554529	50.1008277	50.1008277
210	210		112	4.0	1480	1925		61184	Karben, Wetteraukreis	/expose/114556788	50.2313417	50.2313417
211	211		40	2.0	820	1975		60318	Frankfurt am Main, Nordend-West	/expose/114550604	50.1249136	50.1249136
212	212	Etagenwohnung	54	2.0	790	1996		61118	Bad Vilbel, Wetteraukreis	/expose/114554663	50.1804837	50.1804837
213	213	Etagenwohnung	115	4.0	1360		Frankfurter Str. 44	63065	Offenbach am Main, Stadtmitte	/expose/114551007		
214	214	Etagenwohnung	90	3.0	1300	1760	Frankfurter Straße 44	63065	Offenbach am Main, Stadtmitte	/expose/114550472		
215	215	Etagenwohnung	60	3.0	1400		Lange Straße 20	60311	Frankfurt am Main, Innenstadt	/expose/114555383	50.1127309	50.1127309
216	216	Etagenwohnung	66	2.0	990	1900	Taunusstr. 43	63067	Offenbach, Stadtmitte	/expose/114557261		
217	217		111	3.0	1501	2016	Saonestraße 17	60528	Frankfurt am Main, Niederrad	/expose/114554533	50.0817745	50.0817745
218	218		105	3.0	1606	2016	Saonestraße 13	60528	Frankfurt am Main, Niederrad	/expose/114554532	50.0817745	50.0817745
219	219	Dachgeschoss	25	1.0	525		Heidelberger Straße 81B	64285	Darmstadt, Bessungen	/expose/114551290	49.858835299999996	49.858835299999996
220	220	Etagenwohnung	202	5.0	3350	1720		60528	Frankfurt, Niederrad	/expose/114554492	50.0870527	50.0870527
221	221	Etagenwohnung	138		1980	2001		65812	Bad Soden, Bad Soden am Taunus	/expose/114550189	50.14291420000001	50.14291420000001
222	222	Etagenwohnung	84	3.0	1360			60388	Frankfurt am Main, Bergen-Enkheim	/expose/114553753	50.1580146	50.1580146
223	223	Etagenwohnung	54	2.0	565	1955	Waldschmidtstraße 85	60314	Frankfurt am Main, Ostend	/expose/114557243	50.1169599	50.1169599
224	224		30	1.0	565		Theobald-Christ-Straße 11	60316	Frankfurt am Main, Ostend	/expose/114550244	50.1139623	50.1139623
225	225	Etagenwohnung	62	2.0	800		Schneidhainer Straße 6	61462	Königstein im Taunus, Hochtaunuskreis	/expose/114550707	50.1785375	50.1785375
226	226	Erdgeschosswohnung	99	3.0	1190	1968		64546	Mörfelden, Mörfelden-Walldorf	/expose/114552459	50.00449129999999	50.00449129999999
227	227	Etagenwohnung	38	1.0	919	1970		55116	Mainz, Altstadt	/expose/114550318	50.002218400000004	50.002218400000004
228	228	Etagenwohnung	48	1.0	1050	2014	Gerbermühlstraße 25	60594	Frankfurt am Main, Sachsenhausen-Nord	/expose/114556984	50.104569399999995	50.104569399999995
229	229		89	3.0	1391	2015	Speicherstraße 26	60327	Frankfurt am Main, Gutleutviertel	/expose/114554529	50.1008277	50.1008277
230	230		112	4.0	1480	1925		61184	Karben, Wetteraukreis	/expose/114556788	50.2313417	50.2313417
231	231		40	2.0	820	1975		60318	Frankfurt am Main, Nordend-West	/expose/114550604	50.1249136	50.1249136
232	232	Etagenwohnung	54	2.0	790	1996		61118	Bad Vilbel, Wetteraukreis	/expose/114554663	50.1804837	50.1804837
233	233	Etagenwohnung	115	4.0	1360		Frankfurter Str. 44	63065	Offenbach am Main, Stadtmitte	/expose/114551007		
234	234	Etagenwohnung	90	3.0	1300	1760	Frankfurter Straße 44	63065	Offenbach am Main, Stadtmitte	/expose/114550472		
235	235	Etagenwohnung	60	3.0	1400		Lange Straße 20	60311	Frankfurt am Main, Innenstadt	/expose/114555383	50.1127309	50.1127309
236	236	Etagenwohnung	66	2.0	990	1900	Taunusstr. 43	63067	Offenbach, Stadtmitte	/expose/114557261		
237	237		111	3.0	1501	2016	Saonestraße 17	60528	Frankfurt am Main, Niederrad	/expose/114554533	50.0817745	50.0817745
238	238		105	3.0	1606	2016	Saonestraße 13	60528	Frankfurt am Main, Niederrad	/expose/114554532	50.0817745	50.0817745
239	239	Dachgeschoss	25	1.0	525		Heidelberger Straße 81B	64285	Darmstadt, Bessungen	/expose/114551290	49.858835299999996	49.858835299999996
240	240	Etagenwohnung	202	5.0	3350	1720		60528	Frankfurt, Niederrad	/expose/114554492	50.0870527	50.0870527
241	241	Etagenwohnung	138		1980	2001		65812	Bad Soden, Bad Soden am Taunus	/expose/114550189	50.14291420000001	50.14291420000001
242	242	Etagenwohnung	84	3.0	1360			60388	Frankfurt am Main, Bergen-Enkheim	/expose/114553753	50.1580146	50.1580146
243	243	Etagenwohnung	54	2.0	565	1955	Waldschmidtstraße 85	60314	Frankfurt am Main, Ostend	/expose/114557243	50.1169599	50.1169599
244	244		30	1.0	565		Theobald-Christ-Straße 11	60316	Frankfurt am Main, Ostend	/expose/114550244	50.1139623	50.1139623
245	245	Etagenwohnung	62	2.0	800		Schneidhainer Straße 6	61462	Königstein im Taunus, Hochtaunuskreis	/expose/114550707	50.1785375	50.1785375
246	246	Erdgeschosswohnung	99	3.0	1190	1968		64546	Mörfelden, Mörfelden-Walldorf	/expose/114552459	50.00449129999999	50.00449129999999
247	247	Etagenwohnung	38	1.0	919	1970		55116	Mainz, Altstadt	/expose/114550318	50.002218400000004	50.002218400000004
248	248	Etagenwohnung	48	1.0	1050	2014	Gerbermühlstraße 25	60594	Frankfurt am Main, Sachsenhausen-Nord	/expose/114556984	50.104569399999995	50.104569399999995
249	249		89	3.0	1391	2015	Speicherstraße 26	60327	Frankfurt am Main, Gutleutviertel	/expose/114554529	50.1008277	50.1008277
250	250		112	4.0	1480	1925		61184	Karben, Wetteraukreis	/expose/114556788	50.2313417	50.2313417
251	251		40	2.0	820	1975		60318	Frankfurt am Main, Nordend-West	/expose/114550604	50.1249136	50.1249136
252	252	Etagenwohnung	54	2.0	790	1996		61118	Bad Vilbel, Wetteraukreis	/expose/114554663	50.1804837	50.1804837
253	253	Etagenwohnung	115	4.0	1360		Frankfurter Str. 44	63065	Offenbach am Main, Stadtmitte	/expose/114551007		
254	254	Etagenwohnung	90	3.0	1300	1760	Frankfurter Straße 44	63065	Offenbach am Main, Stadtmitte	/expose/114550472		
255	255	Etagenwohnung	60	3.0	1400		Lange Straße 20	60311	Frankfurt am Main, Innenstadt	/expose/114555383	50.1127309	50.1127309
256	256	Etagenwohnung	66	2.0	990	1900	Taunusstr. 43	63067	Offenbach, Stadtmitte	/expose/114557261		
257	257		111	3.0	1501	2016	Saonestraße 17	60528	Frankfurt am Main, Niederrad	/expose/114554533	50.0817745	50.0817745
258	258		105	3.0	1606	2016	Saonestraße 13	60528	Frankfurt am Main, Niederrad	/expose/114554532	50.0817745	50.0817745
259	259	Dachgeschoss	25	1.0	525		Heidelberger Straße 81B	64285	Darmstadt, Bessungen	/expose/114551290	49.858835299999996	49.858835299999996
260	260	Etagenwohnung	202	5.0	3350	1720		60528	Frankfurt, Niederrad	/expose/114554492	50.0870527	50.0870527
261	261	Etagenwohnung	138		1980	2001		65812	Bad Soden, Bad Soden am Taunus	/expose/114550189	50.14291420000001	50.14291420000001
262	262	Etagenwohnung	84	3.0	1360			60388	Frankfurt am Main, Bergen-Enkheim	/expose/114553753	50.1580146	50.1580146
263	263	Etagenwohnung	54	2.0	565	1955	Waldschmidtstraße 85	60314	Frankfurt am Main, Ostend	/expose/114557243	50.1169599	50.1169599
264	264		30	1.0	565		Theobald-Christ-Straße 11	60316	Frankfurt am Main, Ostend	/expose/114550244	50.1139623	50.1139623
265	265	Etagenwohnung	62	2.0	800		Schneidhainer Straße 6	61462	Königstein im Taunus, Hochtaunuskreis	/expose/114550707	50.1785375	50.1785375
266	266	Erdgeschosswohnung	99	3.0	1190	1968		64546	Mörfelden, Mörfelden-Walldorf	/expose/114552459	50.00449129999999	50.00449129999999
267	267	Etagenwohnung	38	1.0	919	1970		55116	Mainz, Altstadt	/expose/114550318	50.002218400000004	50.002218400000004
268	268	Etagenwohnung	48	1.0	1050	2014	Gerbermühlstraße 25	60594	Frankfurt am Main, Sachsenhausen-Nord	/expose/114556984	50.104569399999995	50.104569399999995
269	269		89	3.0	1391	2015	Speicherstraße 26	60327	Frankfurt am Main, Gutleutviertel	/expose/114554529	50.1008277	50.1008277
270	270		112	4.0	1480	1925		61184	Karben, Wetteraukreis	/expose/114556788	50.2313417	50.2313417
271	271		40	2.0	820	1975		60318	Frankfurt am Main, Nordend-West	/expose/114550604	50.1249136	50.1249136
272	272	Etagenwohnung	54	2.0	790	1996		61118	Bad Vilbel, Wetteraukreis	/expose/114554663	50.1804837	50.1804837
273	273	Etagenwohnung	115	4.0	1360		Frankfurter Str. 44	63065	Offenbach am Main, Stadtmitte	/expose/114551007		
274	274	Etagenwohnung	90	3.0	1300	1760	Frankfurter Straße 44	63065	Offenbach am Main, Stadtmitte	/expose/114550472		
275	275	Etagenwohnung	60	3.0	1400		Lange Straße 20	60311	Frankfurt am Main, Innenstadt	/expose/114555383	50.1127309	50.1127309
276	276	Etagenwohnung	66	2.0	990	1900	Taunusstr. 43	63067	Offenbach, Stadtmitte	/expose/114557261		
277	277		111	3.0	1501	2016	Saonestraße 17	60528	Frankfurt am Main, Niederrad	/expose/114554533	50.0817745	50.0817745
278	278		105	3.0	1606	2016	Saonestraße 13	60528	Frankfurt am Main, Niederrad	/expose/114554532	50.0817745	50.0817745
279	279	Dachgeschoss	25	1.0	525		Heidelberger Straße 81B	64285	Darmstadt, Bessungen	/expose/114551290	49.858835299999996	49.858835299999996
280	280	Etagenwohnung	202	5.0	3350	1720		60528	Frankfurt, Niederrad	/expose/114554492	50.0870527	50.0870527
281	281	Etagenwohnung	138		1980	2001		65812	Bad Soden, Bad Soden am Taunus	/expose/114550189	50.14291420000001	50.14291420000001
282	282	Etagenwohnung	84	3.0	1360			60388	Frankfurt am Main, Bergen-Enkheim	/expose/114553753	50.1580146	50.1580146
283	283	Etagenwohnung	54	2.0	565	1955	Waldschmidtstraße 85	60314	Frankfurt am Main, Ostend	/expose/114557243	50.1169599	50.1169599
284	284		30	1.0	565		Theobald-Christ-Straße 11	60316	Frankfurt am Main, Ostend	/expose/114550244	50.1139623	50.1139623
285	285	Etagenwohnung	62	2.0	800		Schneidhainer Straße 6	61462	Königstein im Taunus, Hochtaunuskreis	/expose/114550707	50.1785375	50.1785375
286	286	Erdgeschosswohnung	99	3.0	1190	1968		64546	Mörfelden, Mörfelden-Walldorf	/expose/114552459	50.00449129999999	50.00449129999999
287	287	Etagenwohnung	38	1.0	919	1970		55116	Mainz, Altstadt	/expose/114550318	50.002218400000004	50.002218400000004
288	288	Etagenwohnung	48	1.0	1050	2014	Gerbermühlstraße 25	60594	Frankfurt am Main, Sachsenhausen-Nord	/expose/114556984	50.104569399999995	50.104569399999995
289	289		89	3.0	1391	2015	Speicherstraße 26	60327	Frankfurt am Main, Gutleutviertel	/expose/114554529	50.1008277	50.1008277
290	290		112	4.0	1480	1925		61184	Karben, Wetteraukreis	/expose/114556788	50.2313417	50.2313417
291	291		40	2.0	820	1975		60318	Frankfurt am Main, Nordend-West	/expose/114550604	50.1249136	50.1249136
292	292	Etagenwohnung	54	2.0	790	1996		61118	Bad Vilbel, Wetteraukreis	/expose/114554663	50.1804837	50.1804837
293	293	Etagenwohnung	115	4.0	1360		Frankfurter Str. 44	63065	Offenbach am Main, Stadtmitte	/expose/114551007		
294	294	Etagenwohnung	90	3.0	1300	1760	Frankfurter Straße 44	63065	Offenbach am Main, Stadtmitte	/expose/114550472		
295	295	Etagenwohnung	60	3.0	1400		Lange Straße 20	60311	Frankfurt am Main, Innenstadt	/expose/114555383	50.1127309	50.1127309
296	296	Etagenwohnung	66	2.0	990	1900	Taunusstr. 43	63067	Offenbach, Stadtmitte	/expose/114557261		
297	297		111	3.0	1501	2016	Saonestraße 17	60528	Frankfurt am Main, Niederrad	/expose/114554533	50.0817745	50.0817745
298	298		105	3.0	1606	2016	Saonestraße 13	60528	Frankfurt am Main, Niederrad	/expose/114554532	50.0817745	50.0817745
299	299	Dachgeschoss	25	1.0	525		Heidelberger Straße 81B	64285	Darmstadt, Bessungen	/expose/114551290	49.858835299999996	49.858835299999996
300	300	Etagenwohnung	202	5.0	3350	1720		60528	Frankfurt, Niederrad	/expose/114554492	50.0870527	50.0870527
301	301	Etagenwohnung	138		1980	2001		65812	Bad Soden, Bad Soden am Taunus	/expose/114550189	50.14291420000001	50.14291420000001
302	302	Etagenwohnung	84	3.0	1360			60388	Frankfurt am Main, Bergen-Enkheim	/expose/114553753	50.1580146	50.1580146
303	303	Etagenwohnung	54	2.0	565	1955	Waldschmidtstraße 85	60314	Frankfurt am Main, Ostend	/expose/114557243	50.1169599	50.1169599
304	304		30	1.0	565		Theobald-Christ-Straße 11	60316	Frankfurt am Main, Ostend	/expose/114550244	50.1139623	50.1139623
305	305	Etagenwohnung	62	2.0	800		Schneidhainer Straße 6	61462	Königstein im Taunus, Hochtaunuskreis	/expose/114550707	50.1785375	50.1785375
306	306	Erdgeschosswohnung	99	3.0	1190	1968		64546	Mörfelden, Mörfelden-Walldorf	/expose/114552459	50.00449129999999	50.00449129999999
307	307	Etagenwohnung	38	1.0	919	1970		55116	Mainz, Altstadt	/expose/114550318	50.002218400000004	50.002218400000004
308	308	Etagenwohnung	48	1.0	1050	2014	Gerbermühlstraße 25	60594	Frankfurt am Main, Sachsenhausen-Nord	/expose/114556984	50.104569399999995	50.104569399999995
309	309		89	3.0	1391	2015	Speicherstraße 26	60327	Frankfurt am Main, Gutleutviertel	/expose/114554529	50.1008277	50.1008277
310	310		112	4.0	1480	1925		61184	Karben, Wetteraukreis	/expose/114556788	50.2313417	50.2313417
311	311		40	2.0	820	1975		60318	Frankfurt am Main, Nordend-West	/expose/114550604	50.1249136	50.1249136
312	312	Etagenwohnung	54	2.0	790	1996		61118	Bad Vilbel, Wetteraukreis	/expose/114554663	50.1804837	50.1804837
313	313	Etagenwohnung	115	4.0	1360		Frankfurter Str. 44	63065	Offenbach am Main, Stadtmitte	/expose/114551007		
314	314	Etagenwohnung	90	3.0	1300	1760	Frankfurter Straße 44	63065	Offenbach am Main, Stadtmitte	/expose/114550472		
315	315	Etagenwohnung	60	3.0	1400		Lange Straße 20	60311	Frankfurt am Main, Innenstadt	/expose/114555383	50.1127309	50.1127309
316	316	Etagenwohnung	66	2.0	990	1900	Taunusstr. 43	63067	Offenbach, Stadtmitte	/expose/114557261		
317	317		111	3.0	1501	2016	Saonestraße 17	60528	Frankfurt am Main, Niederrad	/expose/114554533	50.0817745	50.0817745
318	318		105	3.0	1606	2016	Saonestraße 13	60528	Frankfurt am Main, Niederrad	/expose/114554532	50.0817745	50.0817745
319	319	Dachgeschoss	25	1.0	525		Heidelberger Straße 81B	64285	Darmstadt, Bessungen	/expose/114551290	49.858835299999996	49.858835299999996
320	320	Etagenwohnung	202	5.0	3350	1720		60528	Frankfurt, Niederrad	/expose/114554492	50.0870527	50.0870527
321	321	Etagenwohnung	138		1980	2001		65812	Bad Soden, Bad Soden am Taunus	/expose/114550189	50.14291420000001	50.14291420000001
322	322	Etagenwohnung	84	3.0	1360			60388	Frankfurt am Main, Bergen-Enkheim	/expose/114553753	50.1580146	50.1580146
323	323	Etagenwohnung	54	2.0	565	1955	Waldschmidtstraße 85	60314	Frankfurt am Main, Ostend	/expose/114557243	50.1169599	50.1169599
324	324		30	1.0	565		Theobald-Christ-Straße 11	60316	Frankfurt am Main, Ostend	/expose/114550244	50.1139623	50.1139623
325	325	Etagenwohnung	62	2.0	800		Schneidhainer Straße 6	61462	Königstein im Taunus, Hochtaunuskreis	/expose/114550707	50.1785375	50.1785375
326	326	Erdgeschosswohnung	99	3.0	1190	1968		64546	Mörfelden, Mörfelden-Walldorf	/expose/114552459	50.00449129999999	50.00449129999999
327	327	Etagenwohnung	38	1.0	919	1970		55116	Mainz, Altstadt	/expose/114550318	50.002218400000004	50.002218400000004
328	328	Etagenwohnung	48	1.0	1050	2014	Gerbermühlstraße 25	60594	Frankfurt am Main, Sachsenhausen-Nord	/expose/114556984	50.104569399999995	50.104569399999995
329	329		89	3.0	1391	2015	Speicherstraße 26	60327	Frankfurt am Main, Gutleutviertel	/expose/114554529	50.1008277	50.1008277
330	330		112	4.0	1480	1925		61184	Karben, Wetteraukreis	/expose/114556788	50.2313417	50.2313417
331	331		40	2.0	820	1975		60318	Frankfurt am Main, Nordend-West	/expose/114550604	50.1249136	50.1249136
332	332	Etagenwohnung	54	2.0	790	1996		61118	Bad Vilbel, Wetteraukreis	/expose/114554663	50.1804837	50.1804837
333	333	Etagenwohnung	115	4.0	1360		Frankfurter Str. 44	63065	Offenbach am Main, Stadtmitte	/expose/114551007		
334	334	Etagenwohnung	90	3.0	1300	1760	Frankfurter Straße 44	63065	Offenbach am Main, Stadtmitte	/expose/114550472		
335	335	Etagenwohnung	60	3.0	1400		Lange Straße 20	60311	Frankfurt am Main, Innenstadt	/expose/114555383	50.1127309	50.1127309
336	336	Etagenwohnung	66	2.0	990	1900	Taunusstr. 43	63067	Offenbach, Stadtmitte	/expose/114557261		
337	337		111	3.0	1501	2016	Saonestraße 17	60528	Frankfurt am Main, Niederrad	/expose/114554533	50.0817745	50.0817745
338	338		105	3.0	1606	2016	Saonestraße 13	60528	Frankfurt am Main, Niederrad	/expose/114554532	50.0817745	50.0817745
339	339	Dachgeschoss	25	1.0	525		Heidelberger Straße 81B	64285	Darmstadt, Bessungen	/expose/114551290	49.858835299999996	49.858835299999996
340	340	Etagenwohnung	202	5.0	3350	1720		60528	Frankfurt, Niederrad	/expose/114554492	50.0870527	50.0870527
341	341	Etagenwohnung	138		1980	2001		65812	Bad Soden, Bad Soden am Taunus	/expose/114550189	50.14291420000001	50.14291420000001
342	342	Etagenwohnung	84	3.0	1360			60388	Frankfurt am Main, Bergen-Enkheim	/expose/114553753	50.1580146	50.1580146
343	343	Etagenwohnung	54	2.0	565	1955	Waldschmidtstraße 85	60314	Frankfurt am Main, Ostend	/expose/114557243	50.1169599	50.1169599
344	344		30	1.0	565		Theobald-Christ-Straße 11	60316	Frankfurt am Main, Ostend	/expose/114550244	50.1139623	50.1139623
345	345	Etagenwohnung	62	2.0	800		Schneidhainer Straße 6	61462	Königstein im Taunus, Hochtaunuskreis	/expose/114550707	50.1785375	50.1785375
346	346	Erdgeschosswohnung	99	3.0	1190	1968		64546	Mörfelden, Mörfelden-Walldorf	/expose/114552459	50.00449129999999	50.00449129999999
347	347	Etagenwohnung	38	1.0	919	1970		55116	Mainz, Altstadt	/expose/114550318	50.002218400000004	50.002218400000004
348	348	Etagenwohnung	48	1.0	1050	2014	Gerbermühlstraße 25	60594	Frankfurt am Main, Sachsenhausen-Nord	/expose/114556984	50.104569399999995	50.104569399999995
349	349		89	3.0	1391	2015	Speicherstraße 26	60327	Frankfurt am Main, Gutleutviertel	/expose/114554529	50.1008277	50.1008277
350	350		112	4.0	1480	1925		61184	Karben, Wetteraukreis	/expose/114556788	50.2313417	50.2313417
351	351		40	2.0	820	1975		60318	Frankfurt am Main, Nordend-West	/expose/114550604	50.1249136	50.1249136
352	352	Etagenwohnung	54	2.0	790	1996		61118	Bad Vilbel, Wetteraukreis	/expose/114554663	50.1804837	50.1804837
353	353	Etagenwohnung	115	4.0	1360		Frankfurter Str. 44	63065	Offenbach am Main, Stadtmitte	/expose/114551007		
354	354	Etagenwohnung	90	3.0	1300	1760	Frankfurter Straße 44	63065	Offenbach am Main, Stadtmitte	/expose/114550472		
355	355	Etagenwohnung	60	3.0	1400		Lange Straße 20	60311	Frankfurt am Main, Innenstadt	/expose/114555383	50.1127309	50.1127309
356	356	Etagenwohnung	66	2.0	990	1900	Taunusstr. 43	63067	Offenbach, Stadtmitte	/expose/114557261		
357	357		111	3.0	1501	2016	Saonestraße 17	60528	Frankfurt am Main, Niederrad	/expose/114554533	50.0817745	50.0817745
358	358		105	3.0	1606	2016	Saonestraße 13	60528	Frankfurt am Main, Niederrad	/expose/114554532	50.0817745	50.0817745
359	359	Dachgeschoss	25	1.0	525		Heidelberger Straße 81B	64285	Darmstadt, Bessungen	/expose/114551290	49.858835299999996	49.858835299999996
360	360	Etagenwohnung	202	5.0	3350	1720		60528	Frankfurt, Niederrad	/expose/114554492	50.0870527	50.0870527
361	361	Etagenwohnung	138		1980	2001		65812	Bad Soden, Bad Soden am Taunus	/expose/114550189	50.14291420000001	50.14291420000001
362	362	Etagenwohnung	84	3.0	1360			60388	Frankfurt am Main, Bergen-Enkheim	/expose/114553753	50.1580146	50.1580146
363	363	Etagenwohnung	54	2.0	565	1955	Waldschmidtstraße 85	60314	Frankfurt am Main, Ostend	/expose/114557243	50.1169599	50.1169599
364	364		30	1.0	565		Theobald-Christ-Straße 11	60316	Frankfurt am Main, Ostend	/expose/114550244	50.1139623	50.1139623
